year,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
[-],[-],[h],[umol m-2 s-1],[mmol m-2 s-1],[Pa],[mol m-2 s-1],[mol m-2 s-1],[MPa],[deg C]
2016,44,7.95,2.76921875,0.831935732,35.54866523,0.115701394,2.840000033,-1.45,27.14924622
2016,44,8.066666667,3.095766428,0.355847388,29.4110438,0.049739012,2.840000033,-2.2,26.99130058
2016,44,8.216666667,3.348390286,0.309704422,26.1026219,0.040571283,2.840000033,-2.25,27.34313393
2016,44,11.78333333,9.740569686,0.967870634,11.89295891,0.058297992,2.840000033,-2.7,35.64610672
2016,44,11.95,14.25436701,1.53766524,14.92909009,0.099264554,2.840000033,-3.3,35.70587921
2016,44,14.75,7.446238307,1.122840861,15.20656418,0.050733887,2.840000033,,35.94765472
2016,44,15.3,6.511048837,1.000240868,17.61978699,0.048997339,2.840000033,-3.05,35.40724945
2016,44,17.1,0.339285009,0.097129216,28.51816341,0.005005231,2.840000033,-1.75,32.37614822
2016,44,17.48333333,2.061918965,0.44853292,25.97937495,0.024982879,2.840000033,-1.8,32.32617188
2016,74,9.3,3.798591392,0.968130989,34.42917001,0.119796796,2.840000033,-2.2,24.95808792
2016,74,10.78333333,11.94275538,0.887045347,17.43353239,0.090250123,2.840000033,-3.4,30.02699661
2016,74,10.81666667,13.7303507,1.263665662,24.15160756,0.154892073,2.840000033,-3.3,29.53614044
2016,74,12.45,10.59816654,1.911990552,17.43623379,0.081893797,2.840000033,-3.55,35.59146118
2016,74,12.5,9.890200823,1.780602029,19.27496261,0.083009343,2.840000033,-3.2,35.04307175
2016,74,14.38333333,7.482741408,2.749597305,22.41479873,0.077260392,2.840000033,-3.7,37.11307526
2016,74,14.73333333,8.987069312,2.767238236,20.0394827,0.081108788,2.840000033,-3.4,36.74999619
2016,74,16.86666667,9.892577621,4.142562758,20.43748105,0.095402576,2.840000033,-3.6,38.35823441
2016,74,17.05,4.84772217,2.14566032,21.02809441,0.046259739,2.840000033,-2.85,38.23967361
2016,74,18.26666667,2.80435744,0.980107936,23.44151328,0.030215762,2.840000033,-2.2,33.52602005
2016,74,18.31666667,1.11801577,0.433137805,24.72622651,0.012696106,2.840000033,-3,33.4633522
2016,116,7.333333333,4.09290096,0.693703231,34.99096003,0.14375761,2.840000033,-2.35,25.93456078
2016,116,8.9,5.887471559,0.99282857,34.963289,0.21818988,2.840000033,-2.2,26.99856377
2016,116,10.1,10.03027505,0.999535462,28.45964939,0.156798619,2.840000033,-2.25,28.22066498
2016,116,10.23333333,9.304021523,1.107279551,30.05529476,0.1701174,2.840000033,-2.5,28.39536095
2016,138,8.016666667,3.933670095,0.512324176,33.64672805,0.097233151,2.840000033,-0.9,28.57530594
2016,138,8.266666667,3.956413981,0.441359571,32.30285372,0.081293459,2.840000033,-0.4,28.61137772
2016,138,10.08333333,5.418013779,0.328317068,27.02895205,0.067308202,2.840000033,-0.95,30.89920044
2016,138,10.7,5.518255424,0.24872125,23.41184376,0.053482284,2.840000033,-1.05,30.80425835
2016,138,12.25,5.641669717,0.597596857,29.13752144,0.085183723,2.840000033,-0.6,30.55862999
2016,138,12.81666667,5.180562071,0.528580842,28.30878297,0.071928854,2.840000033,-0.7,30.52891159
2016,138,13.91666667,7.706043822,1.150847148,33.57686857,0.206422719,2.840000033,-1.2,29.64456558
2016,138,14.25,7.713212729,1.150396932,33.4336271,0.201834173,2.840000033,-0.9,29.68394661
