year,doy,hod,Ps,PPFD,Tair,VPD,Patm,u,CO2,gb,O2,Vmax25,gamstar25,Tref,JV,Rlref,TRlref,Kc25,Ko25,alpha,c1,c2,c3,c4,eps_l,albedo_l,tau_l,chi_l,kn,Ev,Ej,Egamstar,Ec,Eo,deltaSv,deltaSj,Hdv,Hdj,height,LAI,max_leaf_width,g1,g1T,beta,Lambda,BoA,P50,P88,kmax,kmaxT,kmaxWUE,kmaxCN,kmaxCM,kmaxLC,kmaxS1,kmaxS2,ksc_prev,krlC,krlM,ratiocrit,ksrmaxC,ksrmaxM,sref,srefT,PrefT,PcritC,PcritM,Alpha,Beta,ground_area,Ztop,Zbottom,Psie,hyds,theta_sat,fc,pwp,bch
[-],[-],[h],[MPa],[umol m-2 s-1],[deg C],[kPa],[kPa],[m s-1],[Pa],[mol m-2 s-1],[kPa],[umol m-2 s-1],[Pa],[deg C],[-],[umol m-2 s-1],[deg C],[Pa],[Pa],[mol(photon) mol(e-)-1],[-],[-],[-],[-],[-],[-],[-],[-],[-],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1 K-1],[J mol-1 K-1],[J mol-1],[J mol-1],[m],[m2 m-2],[m],[kPa0.5],[-],[umol m-2 s-1],[mol mol-1],[-],[-MPa],[-MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[MPa-1],[MPa-1],[MPa],[MPa],[MPa],[mol m-2 s-1 MPa-2],[mol m-2 s-1 MPa-1],[m2],[m],[m],[MPa],[m s-1],[m3 m-3],[m3 m-3],[m3 m-3],[-]
2016,70,7.733333333,-1.316666667,550.7937622,27.76783371,0.721688238,99.44932556,0,39.29255661,2.840000033,20.8,36,4.22,25,1.67,0.51,25,39.96,27.48,0.3,0.7,0.99,0.83,0.93,0.97,0.092,0.05,0.01,0.001,60000,30000,37830,79430,36380,650,650,200000,200000,0,1,0.071,2.4942,3.5,5,5,200,1.6,4,1,1,1,1,1,1,0.4,0.8,0.56,1,1,0.05,100000,100000,2,2,-0.57,-0.57,-0.57,5,5,1,0.02,1,-0.001901326,9.31E-06,0.4079013,0.213388,0.1027524,8.190862
2016,70,7.8,-1.316666667,550.1118164,27.73430824,0.759013144,99.4412384,0,39.55992964,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,9.933333333,-1.316666667,1999.450684,29.20183563,0.688995971,99.55259705,0,38.72867633,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,10.18333333,-1.316666667,1999.394287,29.16715622,0.760002611,99.54955292,0,39.37640519,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,12.03333333,-1.316666667,2000.90979,30.05491638,0.998852409,99.40822601,0,39.06199641,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,12.2,-1.316666667,1999.542969,30.15181923,1.081408955,99.41558838,0,39.38663998,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,14.83333333,-1.316666667,1998.817749,29.99271965,1.167404338,99.28411102,0,39.11490377,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,15.25,-1.316666667,1999.257568,30.12501907,1.196315899,99.27888489,0,39.82553018,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,16.35,-1.316666667,1779.300781,29.51627731,1.188143643,99.11166382,0,39.59598683,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,16.95,-1.316666667,1780.062134,29.49498367,1.05738732,99.10450745,0,39.64540505,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,17.53333333,-1.316666667,201.3976898,28.24079895,1.132921313,99.11486053,0,39.62857313,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,70,18.16666667,-1.316666667,200.1684418,28.23729324,1.133982281,99.1173172,0,39.61718986,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,8.066666667,-1.8,121.1849594,26.80006599,0.801535882,99.07099915,0,39.43742014,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,8.85,-1.8,551.1807251,28.57294846,0.813484918,99.20054626,0,39.75701963,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,9.583333333,-1.8,549.166687,28.53701973,0.81009847,99.20113373,0,39.76920712,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,10.71666667,-1.8,724.5820313,28.58256912,0.686317261,99.22632599,0,40.39781475,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,11.21666667,-1.8,726.2589722,28.6026516,0.70251627,99.22180939,0,40.0572264,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,12.58333333,-1.8,699.9526978,29.4276886,0.824949025,99.12582397,0,39.05615243,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,12.7,-1.8,700.8441162,29.38044167,0.898896356,99.12191772,0,39.87758418,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,13.5,-1.8,998.9227295,30.55612373,1.11266396,98.95202637,0,40.14078577,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,14.21666667,-1.8,1000.228882,30.51527596,0.977115711,98.95582581,0,39.29038225,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,15.06666667,-1.8,300.9968262,28.52558899,0.765954061,98.85863495,0,40.19219264,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,112,17.93333333,-1.8,199.7770081,28.4664669,0.827291678,98.82779694,0,39.56110069,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,145,7.75,-0.55,215.7720337,26.91743469,0.465139517,99.33247375,0,39.46516345,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,145,10.03333333,-0.55,300.5432129,29.04516792,0.436934968,99.50386047,0,39.68399371,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,145,10.75,-0.55,300.9391174,28.93096352,0.450358154,99.50535583,0,39.90923935,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,145,12.41666667,-0.55,499.7990723,29.12728119,0.481061794,99.45885468,0,39.43346601,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,145,12.45,-0.55,500.5977478,29.06046867,0.527015391,99.45272827,0,39.70782203,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,145,16.85,-0.55,465.8049622,30.22875786,0.686574399,99.17031097,0,39.61415696,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,145,17.65,-0.55,464.2009583,30.22952461,0.674667494,99.17572784,0,39.18779615,2.840000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
